checkpoint,seed_start,seed_end,max_steps,top_k,best_seed,best_steps,best_score,best_max_tile,avg_steps_all,avg_score_all,avg_max_tile_all,avg_steps_topk,avg_score_topk,avg_max_tile_topk
dqn_openspiel_2048_doubleDQN_nstep_reward.pt,0,5000,5000,10,3312,1040,17560.0000,1024,311.2885,4045.5517,319.4881,933.2000,15806.8000,1024.0000
dqn_openspiel_2048_doubleDQN_nstep_cnn.pt,0,5000,5000,10,3099,588,8648.0000,512,219.7546,2544.7407,211.1098,526.9000,7566.8000,512.0000
dqn_openspiel_2048_duelDQN_nstep_onehot.pt,0,5000,5000,10,197,578,10084.0000,1024,254.1536,3246.1252,289.9804,545.8000,8600.8000,665.6000
checkpoint,seed_start,seed_end,max_steps,top_k,best_seed,best_steps,best_score,best_max_tile,avg_steps_all,avg_score_all,avg_max_tile_all,avg_steps_topk,avg_score_topk,avg_max_tile_topk
dqn_openspiel_2048_nstep_onehot_cnn.pt,0,5000,5000,10,4619,697,11492.0000,1024,152.1610,1545.9108,135.5729,467.5000,6824.0000,563.2000
